// Autor: SmileY
// Atualizado: 21:30 26/11/2020
// Descrição: 
//	Esse arquivo ajusta as definições de EventItemBag (Monsttro|Evento|NPC).
//	Cada seção configura um grupo na EventItemBag, na seção 2 há duas colunas a mais.
//
//	[Seção 0]
//		- Evento		Nome do evento;
//		- DropZen		Zen que vai cair se o drop de item falhar;
//		- ItemDropRate		Taxa de drop do item 0~100;
//		- ItemDropCount		Quantidade de items aleatórios a dropar;
//		- SetItemDropRate	Taxa de drop do item anciente 0~10000;
//		- ItemDropType		Tipo de drop: 0 opções fixas, 1 opções aleatórias;
//		- Fireworks		Efeito fogos ao abrir;
//
//	[Seção 1~2]
//		- Grupo			Grupo do item 0~15;
//		- Tipo			Index do item 0~512;
//		- MinLevel		Level mínimo do item 0~15;
//		- MaxLevel		Level máximo do item 0~15;		
//		- Skill			Skill 0~1;
//		- Luck			Luck 0~1;
//		- Option		Opções adicionais 0~7;
//		- Excellent		Opções excelentes 0~6;
//		- SetOption		(Somente Seção 2) Tipo de item anciente, 0~2;
//		- SocketOption		(Somente Seção 2) Slots livres se for socket 0~5;
//
0
//	Evento			DropZen		ItemDropRate	ItemDropCount	SetItemDropRate	ItemDropType	Fireworks
	"Selupan"		1000		50		10		0		0		0
end

1
//	Grupo		Index		MinLevel	MaxLevel	Skill		Luck		Option		Excellent
	5		8		0		0		1		0		1		1
	5		9		0		0		1		0		1		1
	0		13		0		0		1		0		1		1
	0		16		0		0		1		0		1		1
	0		31		0		0		1		0		1		1
	2		7		0		0		1		0		1		1
	2		9		0		0		1		0		1		1
	2		10		0		0		1		0		1		1
	2		11		0		0		1		0		1		1
	3		10		0		0		1		0		1		1
	4		16		0		0		1		0		1		1
	4		17		0		0		1		0		1		1
	4		9		0		0		1		0		1		1
	4		14		0		0		1		0		1		1
	4		16		0		0		1		0		1		1
	5		5		0		0		0		0		1		1
	5		6		0		0		0		0		1		1
	5		16		0		0		0		0		1		1
	5		21		0		0		1		0		1		1
	7		34		0		0		0		0		1		1
	8		34		0		0		0		0		1		1
	9		34		0		0		0		0		1		1
	10		34		0		0		0		0		1		1
	11		34		0		0		0		0		1		1
	7		35		0		0		0		0		1		1
	8		35		0		0		0		0		1		1
	9		35		0		0		0		0		1		1
	10		35		0		0		0		0		1		1
	11		35		0		0		0		0		1		1
	7		36		0		0		0		0		1		1
	8		36		0		0		0		0		1		1
	9		36		0		0		0		0		1		1
	10		36		0		0		0		0		1		1
	11		36		0		0		0		0		1		1
	8		37		0		0		0		0		1		1
	9		37		0		0		0		0		1		1
	10		37		0		0		0		0		1		1
	11		37		0		0		0		0		1		1
	7		38		0		0		0		0		1		1
	8		38		0		0		0		0		1		1
	9		38		0		0		0		0		1		1
	10		38		0		0		0		0		1		1
	11		38		0		0		0		0		1		1
	6		13		0		0		1		0		1		1
	6		14		0		0		1		0		1		1
	6		16		0		0		1		0		1		1
end
2
//	Grupo		Index		MinLevel	MaxLevel	Skill		Luck		Option	Excellent	SetOption	SocketOption
	0		26		3		5		1		1		1		0		0		1
	0		27		3		5		1		1		1		0		0		1
	0		28		3		5		1		1		1		0		0		1
	2		16		3		5		1		1		1		0		0		1
	2		17		3		5		1		1		1		0		0		1
	4		23		3		5		1		1		1		0		0		1
	5		30		3		5		0		1		1		0		0		1
	5		31		3		5		0		1		1		0		0		1
	5		32		3		5		0		1		1		0		0		1
	6		17		3		5		1		1		1		0		0		1
	6		18		3		5		1		1		1		0		0		1
	6		19		3		5		1		1		1		0		0		1
	6		20		3		5		1		1		1		0		0		1
	7		45		3		5		0		1		1		0		0		1
	7		46		3		5		0		1		1		0		0		1
	7		49		3		5		0		1		1		0		0		1
	7		50		3		5		0		1		1		0		0		1
	7		51		3		5		0		1		1		0		0		1
	7		52		3		5		0		1		1		0		0		1
	7		53		3		5		0		1		1		0		0		1
	8		45		3		5		0		1		1		0		0		1
	8		46		3		5		0		1		1		0		0		1
	8		47		3		5		0		1		1		0		0		1
	8		48		3		5		0		1		1		0		0		1
	8		49		3		5		0		1		1		0		0		1
	8		50		3		5		0		1		1		0		0		1
	8		51		3		5		0		1		1		0		0		1
	8		52		3		5		0		1		1		0		0		1
	8		53		3		5		0		1		1		0		0		1
	9		45		3		5		0		1		1		0		0		1
	9		46		3		5		0		1		1		0		0		1
	9		47		3		5		0		1		1		0		0		1
	9		48		3		5		0		1		1		0		0		1
	9		49		3		5		0		1		1		0		0		1
	9		50		3		5		0		1		1		0		0		1
	9		51		3		5		0		1		1		0		0		1
	9		52		3		5		0		1		1		0		0		1
	9		53		3		5		0		1		1		0		0		1
	10		45		3		5		0		1		1		0		0		1
	10		46		3		5		0		1		1		0		0		1
	10		47		3		5		0		1		1		0		0		1
	10		48		3		5		0		1		1		0		0		1
	10		49		3		5		0		1		1		0		0		1
	10		50		3		5		0		1		1		0		0		1
	10		51		3		5		0		1		1		0		0		1
	10		52		3		5		0		1		1		0		0		1
	10		53		3		5		0		1		1		0		0		1
	11		45		3		5		0		1		1		0		0		1
	11		46		3		5		0		1		1		0		0		1
	11		47		3		5		0		1		1		0		0		1
	11		48		3		5		0		1		1		0		0		1
	11		49		3		5		0		1		1		0		0		1
	11		50		3		5		0		1		1		0		0		1
	11		51		3		5		0		1		1		0		0		1
	11		52		3		5		0		1		1		0		0		1
	11		53		3		5		0		1		1		0		0		1
	12		71		0		0		0		0		0		0		0		1
	12		72		0		0		0		0		0		0		0		1
end
