// Autor: SmileY
// Atualizado: 21:30 26/11/2020
// Descrição: 
//	Esse arquivo ajusta as definições de EventItemBag (Monsttro|Evento|NPC).
//	Cada seção configura um grupo na EventItemBag, na seção 2 há duas colunas a mais.
//
//	[Seção 0]
//		- Evento		Nome do evento;
//		- DropZen		Zen que vai cair se o drop de item falhar;
//		- ItemDropRate		Taxa de drop do item 0~100;
//		- ItemDropCount		Quantidade de items aleatórios a dropar;
//		- SetItemDropRate	Taxa de drop do item anciente 0~10000;
//		- ItemDropType		Tipo de drop: 0 opções fixas, 1 opções aleatórias;
//		- Fireworks		Efeito fogos ao abrir;
//
//	[Seção 1~2]
//		- Grupo			Grupo do item 0~15;
//		- Tipo			Index do item 0~512;
//		- MinLevel		Level mínimo do item 0~15;
//		- MaxLevel		Level máximo do item 0~15;		
//		- Skill			Skill 0~1;
//		- Luck			Luck 0~1;
//		- Option		Opções adicionais 0~7;
//		- Excellent		Opções excelentes 0~6;
//		- SetOption		(Somente Seção 2) Tipo de item anciente, 0~2;
//		- SocketOption		(Somente Seção 2) Slots livres se for socket 0~5;
//
0
//	Evento			DropZen		ItemDropRate	ItemDropCount	SetItemDropRate	ItemDropType	Fireworks
	"Maya Hand Left"		1000		100		1		0		0		0
end

1
//	Grupo		Index		MinLevel	MaxLevel	Skill		Luck		Option		Excellent
	0		17		4		6		1		1		1		0
	0		18		4		6		1		1		1		0
	2		11		4		6		1		1		1		0
	4		19		4		6		1		1		1		0
	5		9		4		6		1		1		1		0
	0		14		0		0		1		0		0		1
	5		5		0		0		1		0		0		1
	4		14		0		0		1		0		0		1
	4		16		0		0		1		0		0		1
	2		9		0		0		1		0		0		1
	2		4		0		0		1		0		0		1
	2		5		0		0		1		0		0		1
	6		15		4		6		1		0		1		0
	6		12		0		0		1		0		0		1
	6		16		0		0		1		0		0		1
	7		34		4		6		0		1		1		0
	9		34		4		6		0		1		1		0
	10		34		4		6		0		1		1		0
	11		34		4		6		0		1		1		0
	7		35		4		6		0		1		1		0
	9		35		4		6		0		1		1		0
	10		35		4		6		0		1		1		0
	11		35		4		6		0		1		1		0
	7		36		4		6		0		1		1		0
	9		36		4		6		0		1		1		0
	10		36		4		6		0		1		1		0
	11		36		4		6		0		1		1		0
	9		37		4		6		0		1		1		0
	10		37		4		6		0		1		1		0
	11		37		4		6		0		1		1		0
	7		38		4		6		0		1		1		0
	9		38		4		6		0		1		1		0
	10		38		4		6		0		1		1		0
	11		38		4		6		0		1		1		0
	8		17		4		6		0		1		1		0
	9		17		4		6		0		1		1		0
	8		18		4		6		0		1		1		0
	9		18		4		6		0		1		1		0
	8		19		4		6		0		1		1		0
	9		19		4		6		0		1		1		0
	8		20		4		6		0		1		1		0
	9		20		4		6		0		1		1		0
	8		27		4		6		0		1		1		0
	9		27		4		6		0		1		1		0
	7		16		0		0		0		0		0		1
	9		16		0		0		0		0		0		1
	10		16		0		0		0		0		0		1
	11		16		0		0		0		0		0		1
	10		17		0		0		0		0		0		1
	11		17		0		0		0		0		0		1
	9		3		0		0		0		0		0		1
	8		3		0		0		0		0		0		1
	10		18		0		0		0		0		0		1
	11		18		0		0		0		0		0		1
	8		14		0		0		0		0		0		1
	9		14		0		0		0		0		0		1
	10		19		0		0		0		0		0		1
	11		19		0		0		0		0		0		1
	10		15		0		0		0		0		0		1
	11		15		0		0		0		0		0		1
	10		26		0		0		0		0		0		1
	9		26		0		0		0		0		0		1
	11		26		0		0		0		0		0		1
	14		19		4		5		0		0		0		0
	13		18		5		6		0		0		0		0
	14		28		6		7		0		0		0		0
end
