// Autor: SmileY
// Atualizado: 23:31 27/11/2020
// Descricao: 
//	Esse arquivo ajusta as definicoes do shop usando moeda Zen.
//	Cada shop pode conter 120 items com opcoes variadas.
//
//	[Secao] O shop possui as seguintes colunas:
//		- Grupo: 	Categoria do item em item.txt;
//		- Id: 		ID do item em sua categoria no item.txt;
//		- Lvl: 		Level do item: 0~15;
//		- Dur: 		Durabilidade: 0~255;
//		- Skill: 	Skill 0~1;
//		- Luck: 	Luck 0~1;
//		- Opt: 		Adicional do item 0~7;
//		- Exc: 		Opcoes excelentes, 0~63;
//		- Anc: 		ID do anciente que consta em ItemSetOption.txt;
//		- JoH:		ID do harmony;
//		- 380		ID do item 380;
//		- Slot(1~5)	Socket slot (255 Nenhum, 254 Slot livre) (Ver SocketItemOption.txt);
//		- Bonus		Socket bonus;
//
//	Grupo	Id	Lvl	Dur	Skill	Luck	Opt	Exc	Anc	JoH	380	Slot1	Slot2	Slot3	Slot4	Slot5	Bonus
//
	7	26	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	7	1	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	7	14	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	8	15	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	8	26	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	8	1	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	8	14	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	9	15	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	9	14	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	9	26	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	9	1	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	10	15	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	10	14	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	10	26	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	10	1	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	11	15	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	11	14	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	11	26	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	11	1	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	0	31	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	4	5	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	2	10	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	2	11	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	0	13	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	0	14	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
end
