// Arquivo:	SetItemType.txt
// Atualizado:	18:31 05/04/2019
// Descrição: 	Esse arquivo configura os items ancientes, ele contém as seguintes colunas:
//
//	- Seção			Categoria do item 0~15;
//	- Index			Index do item 0~512;
//	- StatType		Tipo do stats do item;
//	- OptionIndex1		Primeira index do anciente (Ver SetItemOption.txt);
//	- OptionIndex2		Segunda index do anciente (Ver SetItemOption.txt);
//	- MixItemLevel1		Primeiro level do do item ancient metal requerido para mix na Chaos Machine;
//	- MixItemLevel2		Segundo level do do item ancient metal requerido para mix na Chaos Machine;
//
//	Seção		Index		StatType	OptionIndex1	OptionIndex2	MixItemLevel1	MixItemLevel2
	0		2		0		21		0		1		2		// Rapier
	0		14		0		11		0		1		2		// Lightning Sword
	0		32		0		37		38		1		2		// 
	0		17		0		57		0		1		2		// Dark Breaker
	0		31		0		60		0		1		2		// Rune Blade
	0		34		0		63		0		1		2		// 

	2		1		0		1		0		1		2		// Morning Star
	2		11		0		61		0		1		2		// Lord Scepter

	4		5		1		29		0		1		2		// Silver Bow
	4		9		1		23		0		1		2		// Golden Crossbow
	4		17		1		59		0		1		2		// Celestial Bow

	5		0		2		13		0		1		2		// Skull Staff
	5		8		2		51		0		1		2		// Staff of Destruction
	5		9		2		58		0		1		2		// Dragon Soul Staff
	5		18		2		62		0		1		2		// Black Rose Staff

	6		0		3		2		0		1		2		// Small Shield
	6		6		3		17		0		1		2		// Skull Shield
	6		9		3		5		0		1		2		// Plate Shield
	6		12		3		50		0		1		2		// Bronze Shield

	7		36		3		52		0 		1		2		// Iris Helm
	7		17		3		57		0 		1		2		// Dark Phoenix Helm
	7		38		3		61		0 		1		2		// 
	7		61		3		63		0 		1		2		// 
	7		0		3		4		0		1		2		// 
	7		1		3		11		12		1		2		// 
	7		2		3		13		14		1		2		// 
	7		3		3		19		20		1		2		// 
	7		4		3		16		0		1		2		// 
	7		5		3		1		2		1		2		// 
	7		6		3		5		6		1		2		// 
	7		7		3		17		0		1		2		// 
	7		8		3		8		0		1		2		// 
	7		9		3		10		0		1		2		// 
	7		10		3		21		22		1		2		// 
	7		11		3		23		0		1		2		// 
	7		12		3		25		0		1		2		// 
	7		14		3		0		30		1		2		// 
	7		26		3		33		0		1		2		// 
	7		40		3		35		36		1		2		// 
	7		59		3		37		0		1		2		// 
	7		62		3		39		0		1		2		// 
	7		63		3		40		0		1		2		// 
	7		64		3		41		0		1		2		// 
	7		65		3		42		0		1		2		// 
	7		66		3		43		0		1		2		// 
	7		67		3		44		0		1		2		// 
	7		68		3		45		0		1		2		// 
	7		69		3		46		0		1		2		// 
	7		70		3		47		0		1		2		// 
	7		72		3		49		0		1		2		// 

	8		42		3		55		0 		1		2		// 
	8		17		3		57		0 		1		2		// Dark Phoenix Armor
	8		18		3		58		0 		1		2		// 
	8		19		3		59		0 		1		2		// 
	8		38		3		61		0 		1		2		// 
	8		42		3		62		0 		1		2		// 
	8		61		3		63		0 		1		2		// 
	8		0		3		3		0		1		2		// 
	8		1		3		0		12		1		2		// 
	8		2		3		13		0		1		2		// 
	8		3		3		19		20		1		2		// 
	8		4		3		15		16		1		2		// 
	8		5		3		1		0		1		2		// 
	8		6		3		5		6		1		2		// 
	8		7		3		17		18		1		2		// 
	8		8		3		7		0		1		2		// 
	8		9		3		9		10		1		2		// 
	8		10		3		22		0		1		2		// 
	8		11		3		23		0		1		2		// 
	8		12		3		25		0		1		2		// 
	8		13		3		27		0		1		2		// 
	8		14		3		29		30		1		2		// 
	8		15		3		31		32		1		2		// 
	8		26		3		33		0		1		2		// 
	8		40		3		0		36		1		2		// 
	8		59		3		37		38		1		2		// 
	8		62		3		39		0		1		2		// 
	8		63		3		40		0		1		2		// 
	8		64		3		41		0		1		2		// 
	8		65		3		42		0		1		2		// 
	8		66		3		43		0		1		2		// 
	8		67		3		44		0		1		2		// 
	8		68		3		45		0		1		2		// 
	8		69		3		46		0		1		2		// 
	8		70		3		47		0		1		2		// 
	8		71		3		48		0		1		2		// 
	8		72		3		49		0		1		2		// 

	9		16		3		50		0 		1		2		// 
	9		35		3		51		0 		1		2		// 
	9		36		3		52		0 		1		2		// 
	9		17		3		57		0 		1		2		// Dark Phoenix Pants
	9		19		3		59		0 		1		2		// 
	9		20		3		60		0 		1		2		// 
	9		42		3		62		0 		1		2		// 
	9		0		3		3		4		1		2		// 
	9		1		3		0		12		1		2		// 
	9		2		3		13		14		1		2		// 
	9		3		3		0		20		1		2		// 
	9		4		3		15		0		1		2		// 
	9		5		3		1		2		1		2		// 
	9		6		3		5		6		1		2		// 
	9		7		3		17		18		1		2		// 
	9		8		3		7		8		1		2		// 
	9		9		3		10		0		1		2		// 
	9		10		3		21		22		1		2		// 
	9		11		3		23		24		1		2		// 
	9		12		3		25		26		1		2		// 
	9		13		3		27		28		1		2		// 
	9		14		3		0		30		1		2		// 
	9		15		3		31		32		1		2		// 
	9		26		3		33		34		1		2		// 
	9		40		3		35		0		1		2		// 
	9		59		3		37		38		1		2		// 
	9		62		3		39		0		1		2		// 
	9		63		3		40		0		1		2		// 
	9		64		3		41		0		1		2		// 
	9		65		3		42		0		1		2		// 
	9		66		3		43		0		1		2		// 
	9		67		3		44		0		1		2		// 
	9		68		3		45		0		1		2		// 
	9		69		3		46		0		1		2		// 
	9		70		3		47		0		1		2		// 
	9		71		3		48		0		1		2		// 
	9		72		3		49		0		1		2		// 

	10		27		3		54		0 		1		2		// 
	10		18		3		58		0 		1		2		// 
	10		20		3		60		0 		1		2		// 
	10		38		3		61		0 		1		2		// 
	10		42		3		62		0		1		2		// 
	10		0		3		4		0		1		2		// 
	10		1		3		11		0		1		2		// 
	10		2		3		13		0		1		2		// 
	10		3		3		19		0		1		2		// 
	10		4		3		16		0		1		2		// 
	10		5		3		1		0		1		2		// 
	10		6		3		6		0		1		2		// 
	10		7		3		17		0		1		2		// 
