// Autor: SmileY
// Atualizado: 21:30 26/11/2020
// Descrição: 
//	Esse arquivo ajusta as definições de EventItemBag (Monsttro|Evento|NPC).
//	Cada seção configura um grupo na EventItemBag, na seção 2 há duas colunas a mais.
//
//	[Seção 0]
//		- Evento		Nome do evento;
//		- DropZen		Zen que vai cair se o drop de item falhar;
//		- ItemDropRate		Taxa de drop do item 0~100;
//		- ItemDropCount		Quantidade de items aleatórios a dropar;
//		- SetItemDropRate	Taxa de drop do item anciente 0~10000;
//		- ItemDropType		Tipo de drop: 0 opções fixas, 1 opções aleatórias;
//		- Fireworks		Efeito fogos ao abrir;
//
//	[Seção 1~2]
//		- Grupo			Grupo do item 0~15;
//		- Tipo			Index do item 0~512;
//		- MinLevel		Level mínimo do item 0~15;
//		- MaxLevel		Level máximo do item 0~15;		
//		- Skill			Skill 0~1;
//		- Luck			Luck 0~1;
//		- Option		Opções adicionais 0~7;
//		- Excellent		Opções excelentes 0~6;
//		- SetOption		(Somente Seção 2) Tipo de item anciente, 0~2;
//		- SocketOption		(Somente Seção 2) Slots livres se for socket 0~5;
//
0
//	Evento			DropZen		ItemDropRate	ItemDropCount	SetItemDropRate	ItemDropType	Fireworks
	"Green Ribbon Box"		1000		100		1		0		0		0
end

1
//	Grupo		Index		MinLevel	MaxLevel	Skill		Luck		Option		Excellent
	0		14		4		6		1		1		1		0
	4		13		4		6		1		1		1		0
	5		5		4		6		1		1		1		0
	7		1		4		6		0		1		1		0
	8		1		4		6		0		1		1		0
	9		1		4		6		0		1		1		0
	10		1		4		6		0		1		1		0
	11		1		4		6		0		1		1		0
	7		14		4		6		0		1		1		0
	8		14		4		6		0		1		1		0
	9		14		4		6		0		1		1		0
	10		14		4		6		0		1		1		0
	11		14		4		6		0		1		1		0
	7		3		4		6		0		1		1		0
	8		3		4		6		0		1		1		0
	9		3		4		6		0		1		1		0
	10		3		4		6		0		1		1		0
	11		3		4		6		0		1		1		0
	7		34		3		5		0		1		1		0
	8		34		3		5		0		1		1		0
	9		34		3		5		0		1		1		0
	10		34		3		5		0		1		1		0
	11		34		3		5		0		1		1		0
	7		35		3		5		0		1		1		0
	8		35		3		5		0		1		1		0
	9		35		3		5		0		1		1		0
	10		35		3		5		0		1		1		0
	11		35		3		5		0		1		1		0
	7		36		3		5		0		1		1		0
	8		36		3		5		0		1		1		0
	9		36		3		5		0		1		1		0
	10		36		3		5		0		1		1		0
	11		36		3		5		0		1		1		0
	8		15		3		5		0		1		1		0
	9		15		3		5		0		1		1		0
	10		15		3		5		0		1		1		0
	11		15		3		5		0		1		1		0
	7		26		3		5		0		1		1		0
	8		26		3		5		0		1		1		0
	9		26		3		5		0		1		1		0
	10		26		3		5		0		1		1		0
	11		26		3		5		0		1		1		0
	6		13		4		6		1		1		1		0
	6		14		4		6		1		1		1		0
	0		5		0		0		1		1		1		1
	2		3		0		0		1		1		1		1
	2		8		0		0		1		1		1		1
	4		4		0		0		1		1		1		1
	4		12		0		0		1		1		1		1
	5		2		0		0		1		1		1		1
	7		5		0		0		0		1		1		1
	8		5		0		0		0		1		1		1
	9		5		0		0		0		1		1		1
	10		5		0		0		0		1		1		1
	11		5		0		0		0		1		1		1
	7		7		0		0		0		1		1		1
	8		7		0		0		0		1		1		1
	9		7		0		0		0		1		1		1
	10		7		0		0		0		1		1		1
	11		7		0		0		0		1		1		1
	7		12		0		0		0		1		1		1
	8		12		0		0		0		1		1		1
	9		12		0		0		0		1		1		1
	10		12		0		0		0		1		1		1
	11		12		0		0		0		1		1		1
	6		11		0		0		1		1		1		1
	14		13		0		0		0		0		0		0
	14		14		0		0		0		0		0		0
	12		15		0		0		0		0		0		0
	14		16		0		0		0		0		0		0
	14		19		3		4		0		0		0		0
	13		18		4		5		0		0		0		0
	13		51		2		3		0		0		0		0
end
