// Autor: SmileY
// Atualizado: 21:30 26/11/2020
// Descrição: 
//	Esse arquivo ajusta as definições de EventItemBag (Monsttro|Evento|NPC).
//	Cada seção configura um grupo na EventItemBag, na seção 2 há duas colunas a mais.
//
//	[Seção 0]
//		- Evento		Nome do evento;
//		- DropZen		Zen que vai cair se o drop de item falhar;
//		- ItemDropRate		Taxa de drop do item 0~100;
//		- ItemDropCount		Quantidade de items aleatórios a dropar;
//		- SetItemDropRate	Taxa de drop do item anciente 0~10000;
//		- ItemDropType		Tipo de drop: 0 opções fixas, 1 opções aleatórias;
//		- Fireworks		Efeito fogos ao abrir;
//
//	[Seção 1~2]
//		- Grupo			Grupo do item 0~15;
//		- Tipo			Index do item 0~512;
//		- MinLevel		Level mínimo do item 0~15;
//		- MaxLevel		Level máximo do item 0~15;		
//		- Skill			Skill 0~1;
//		- Luck			Luck 0~1;
//		- Option		Opções adicionais 0~7;
//		- Excellent		Opções excelentes 0~6;
//		- SetOption		(Somente Seção 2) Tipo de item anciente, 0~2;
//		- SocketOption		(Somente Seção 2) Slots livres se for socket 0~5;
//
0
//	Evento			DropZen		ItemDropRate	ItemDropCount	SetItemDropRate	ItemDropType	Fireworks
	"Nightmare"		1000		100		1		0		0		0
end

1
//	Grupo		Index		MinLevel	MaxLevel	Skill		Luck		Option		Excellent
	0		20		5		7		1		1		1		0
	0		21		5		7		1		1		1		0
	4		20		5		7		1		1		1		0
	2		12		5		7		1		1		1		0
	5		11		5		7		1		1		1		0
	0		16		0		0		1		0		0		1
	3		10		0		0		1		0		0		1
	5		6		0		0		1		0		0		1
	5		9		0		0		1		0		0		1
	2		10		0		0		1		0		0		1
	0		31		0		0		1		0		0		1
	0		20		0		0		1		0		0		1
	2		12		0		0		1		0		0		1
	4		20		0		0		1		0		0		1
	6		13		0		0		1		0		0		1
	6		16		0		0		1		0		0		1
	8		34		5		7		0		1		1		0
	8		35		5		7		0		1		1		0
	8		36		5		7		0		1		1		0
	8		37		5		7		0		1		1		0
	8		38		5		7		0		1		1		0
	8		29		5		7		0		1		1		0
	8		30		5		7		0		1		1		0
	8		31		5		7		0		1		1		0
	8		32		5		7		0		1		1		0
	8		33		5		7		0		1		1		0
	7		21		5		7		0		1		1		0
	8		21		5		7		0		1		1		0
	9		21		5		7		0		1		1		0
	7		22		5		7		0		1		1		0
	8		22		5		7		0		1		1		0
	9		22		5		7		0		1		1		0
	7		24		5		7		0		1		1		0
	8		24		5		7		0		1		1		0
	9		24		5		7		0		1		1		0
	8		23		5		7		0		1		1		0
	9		23		5		7		0		1		1		0
	10		23		5		7		0		1		1		0
	11		23		5		7		0		1		1		0
	7		27		5		7		0		1		1		0
	8		27		5		7		0		1		1		0
	9		27		5		7		0		1		1		0
	8		16		0		0		0		0		0		1
	7		17		0		0		0		0		0		1
	8		17		0		0		0		0		0		1
	9		17		0		0		0		0		0		1
	7		18		0		0		0		0		0		1
	8		18		0		0		0		0		0		1
	9		18		0		0		0		0		0		1
	7		19		0		0		0		0		0		1
	8		19		0		0		0		0		0		1
	9		19		0		0		0		0		0		1
	8		15		0		0		0		0		0		1
	9		15		0		0		0		0		0		1
	7		26		0		0		0		0		0		1
	8		26		0		0		0		0		0		1
	10		21		0		0		0		0		0		1
	11		21		0		0		0		0		0		1
	10		22		0		0		0		0		0		1
	11		22		0		0		0		0		0		1
	10		24		0		0		0		0		0		1
	11		24		0		0		0		0		0		1
	10		20		0		0		0		0		0		1
	11		20		0		0		0		0		0		1
	10		27		0		0		0		0		0		1
	11		27		0		0		0		0		0		1
	14		19		6		6		0		0		0		0
	13		18		6		7		0		0		0		0
	14		28		6		7		0		0		0		0
end
