// Autor: SmileY
// Atualizado: 23:31 27/11/2020
// Descricao: 
//	Esse arquivo ajusta as definicoes do shop usando moeda Zen.
//	Cada shop pode conter 120 items com opcoes variadas.
//
//	[Secao] O shop possui as seguintes colunas:
//		- Grupo: 	Categoria do item em item.txt;
//		- Id: 		ID do item em sua categoria no item.txt;
//		- Lvl: 		Level do item: 0~15;
//		- Dur: 		Durabilidade: 0~255;
//		- Skill: 	Skill 0~1;
//		- Luck: 	Luck 0~1;
//		- Opt: 		Adicional do item 0~7;
//		- Exc: 		Opcoes excelentes, 0~63;
//		- Anc: 		ID do anciente que consta em ItemSetOption.txt;
//		- JoH:		ID do harmony;
//		- 380		ID do item 380;
//		- Slot(1~5)	Socket slot (255 Nenhum, 254 Slot livre) (Ver SocketItemOption.txt);
//		- Bonus		Socket bonus;
//
//	Grupo	Id	Lvl	Dur	Skill	Luck	Opt	Exc	Anc	JoH	380	Slot1	Slot2	Slot3	Slot4	Slot5	Bonus
//
	7	5	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	7	25	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	2	0	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	2	8	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	6	1	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	8	5	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	8	25	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	6	4	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	2	1	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	2	9	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	6	5	2	0	1	1	1	0	0	0	0	255	255	255	255	255	255	//
	9	5	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	9	25	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	12	21	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	12	23	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	12	24	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	12	35	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	12	22	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	12	48	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	10	5	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	10	25	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	15	98	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	15	98	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	15	98	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	15	98	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	//
	11	5	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
	11	25	2	0	0	1	1	0	0	0	0	255	255	255	255	255	255	//
end
